k,gP1,dA2,sBY,bF,xFD1_xFC2,pBY,v,dD,dD2
1419,42,34,0,1213.604468,0,26.31,0,68,6.3368
1420,33,19,0,1213.603254,0,26.31,0,38,12.6932
1421,13,18,0,1210.730945,5.742190754,26.31,0,36,0
1422,20,14,0,1210.729734,0,26.31,0,28,5.208
1423,15,14,0,1210.728524,0,26.31,0,28,0.406
1424,5,13,0,1206.459299,8.536026656,26.31,0,26,0
1425,5,14,0,1201.669463,9.577259475,26.31,0,28,0
1426,3,14,0,1195.879632,11.57725948,26.31,0,28,0
1427,0,14,0,1188.589806,14.57725948,26.31,0,28,0
1428,0,13,0,1181.820604,13.53602666,26.31,0,26,0
1429,0,10,0,1176.613258,10.4123282,26.31,0,20,0
1430,0,6,0,1173.488383,6.247396918,26.31,0,12,0
1431,0,7,0,1169.842895,7.288629738,26.31,0,14,0
1432,0,6,0,1166.718027,6.247396918,26.31,0,12,0
1433,0,6,0,1163.593161,6.247396918,26.31,0,12,0
1434,0,5,0,1160.988916,5.206164098,26.31,0,10,0
1435,0,6,0,1157.864056,6.247396918,26.31,0,12,0
1436,0,5,0,1155.259816,5.206164098,26.31,0,10,0
1437,0,6,0,1152.134963,6.247396918,26.31,0,12,0
1438,0,5,0,1149.530729,5.206164098,26.31,0,10,0
1439,0,6,0,1146.405881,6.247396918,26.31,0,12,0
1440,0,6,0,1143.281036,6.247396918,26.31,0,12,0
1441,0,5,0,1140.67681,5.206164098,26.31,0,10,0
1442,0,6,0,1137.551971,6.247396918,26.31,0,12,0
1443,0,6,0,1134.427135,6.247396918,26.31,0,12,0
1444,0,6,0,1131.302302,6.247396918,26.31,0,12,0
1445,0,5,0,1128.698089,5.206164098,26.31,0,10,0
1446,0,6,0,1125.573262,6.247396918,26.31,0,12,0
1447,0,5,0,1122.969054,5.206164098,26.31,0,10,0
1448,0,6,0,1119.844233,6.247396918,26.31,0,12,0
1449,1,6,0,1117.219415,5.247396918,26.31,0,12,0
1450,4,5,0,1116.615215,1.206164098,26.31,0,10,0
1451,8,6,0,1116.614099,0,26.31,0,12,1.6832
1452,20,6,0,1117.216982,-1.208,26.31,0,12,12
1453,40,7,0,1125.923865,-17.416,26.31,0,14,14
1454,61,6,0,1146.214939,-40.5844,26.31,0,12,12
1455,64,10,0,1161.946593,-31.4656,26.31,0,20,20
1456,80,13,0,1180.861431,-37.832,26.31,0,26,26
1457,91,14,0,1203.55845,-45.3964,26.31,0,28,28
1458,99,14,0,1230.097046,-53.0796,26.31,0,28,28
1459,105,14,0,1259.516816,-58.842,26.31,0,28,28
1460,105,14,0,1288.936557,-58.842,26.31,0,28,28
1461,101,14,0,1316.435468,-55.0004,26.31,0,28,28
1462,105,14,0,1345.855151,-58.842,26.31,0,28,28
1463,105,14,0,1375.274805,-58.842,26.31,0,28,28
1464,105,14,0,1404.69443,-58.842,26.31,0,28,28
1465,105,15,0,1432.614025,-55.842,26.31,0,30,30
1466,105,19,0,1454.533593,-43.842,26.31,0,38,38
1467,90,15,0,1475.250138,-41.436,26.31,0,30,30
1468,89,16,0,1493.986463,-37.4756,26.31,0,32,32
1469,79,15,0,1509.420769,-30.8716,26.31,0,30,30
1470,74,16,0,1520.95406,-23.0696,26.31,0,32,32
1471,43,15,0,1520.952539,0,26.31,0,30,26.2972
1472,37,19,0,1520.951018,0,26.31,0,38,16.5348
1473,19,19,0,1520.557785,0.783423574,26.31,0,38,0
1474,21,18,0,1520.556264,0,26.31,0,36,2.1684
1475,7,14,0,1516.766114,7.577259475,26.31,0,28,0
1476,0,9,0,1512.07905,9.371095377,26.31,0,18,0
1477,0,7,0,1508.433223,7.288629738,26.31,0,14,0
1478,0,6,0,1505.308016,6.247396918,26.31,0,12,0
1479,0,7,0,1501.662196,7.288629738,26.31,0,14,0
1480,0,6,0,1498.536996,6.247396918,26.31,0,12,0
1481,0,6,0,1495.411799,6.247396918,26.31,0,12,0
1482,0,6,0,1492.286605,6.247396918,26.31,0,12,0
1483,0,5,0,1489.68203,5.206164098,26.31,0,10,0
1484,0,6,0,1486.556842,6.247396918,26.31,0,12,0
1485,0,6,0,1483.431657,6.247396918,26.31,0,12,0
1486,0,5,0,1480.827092,5.206164098,26.31,0,10,0
1487,0,6,0,1477.701912,6.247396918,26.11,0,12,0
1488,0,6,0,1474.576736,6.247396918,26.11,0,12,0
1489,0,6,0,1471.451563,6.247396918,26.11,0,12,0
1490,0,5,0,1468.84701,5.206164098,26.11,0,10,0
1491,0,6,0,1465.721842,6.247396918,26.11,0,12,0
1492,0,6,0,1462.596678,6.247396918,26.11,0,12,0
1493,0,5,0,1459.992134,5.206164098,26.11,0,10,0
1494,0,6,0,1456.866975,6.247396918,26.11,0,12,0
1495,0,5,0,1454.262436,5.206164098,26.11,0,10,0
1496,0,6,0,1451.137284,6.247396918,26.11,0,12,0
1497,1,7,0,1447.991518,6.288629738,26.11,0,14,0
1498,7,6,0,1447.99007,0,26.11,0,12,0.7228
1499,17,7,0,1447.988622,0,26.11,0,14,9.3268
1500,26,6,0,1451.472374,-6.9704,26.11,0,12,12
1501,44,7,0,1462.099722,-21.2576,26.11,0,14,14
1502,57,6,0,1480.46966,-36.7428,26.11,0,12,12
1503,68,7,0,1502.62178,-44.3072,26.11,0,14,14
1504,75,6,0,1529.635277,-54.03,26.11,0,12,12
1505,90,7,0,1562.351747,-65.436,26.11,0,14,14
1506,94,7,0,1596.988985,-69.2776,26.11,0,14,14
1507,102,6,0,1636.967788,-79.9608,26.11,0,12,12
1508,105,7,0,1676.887151,-79.842,26.11,0,14,14
1509,105,7,0,1716.806474,-79.842,26.11,0,14,14
1510,105,6,0,1758.225757,-82.842,26.11,0,12,12
1511,105,7,0,1798.144999,-79.842,26.11,0,14,14
1512,105,7,0,1838.064201,-79.842,26.11,0,14,14
1513,105,6,0,1879.483363,-82.842,26.11,0,12,12
1514,105,7,0,1919.402483,-79.842,26.11,0,14,14
1515,95,7,0,1954.519564,-70.238,26.11,0,14,14
1516,90,6,0,1988.735609,-68.436,26.11,0,12,12
1517,75,7,0,2014.248621,-51.03,26.11,0,14,14
1518,69,7,0,2036.880406,-45.2676,26.11,0,14,14
1519,52,7,0,2051.34877,-28.9408,26.11,0,14,14
1520,46,6,0,2064.435918,-26.1784,26.11,0,12,12
1521,29,7,0,2067.859654,-6.8516,26.11,0,14,14
1522,24,6,0,2070.382386,-5.0496,26.11,0,12,12
1523,9,8,0,2070.380316,0,26.11,0,16,0.6436
1524,6,7,0,2069.73393,1.288629738,26.11,0,14,0
1525,0,7,0,2066.087546,7.288629738,26.11,0,14,0
1526,0,7,0,2062.441165,7.288629738,26.11,0,14,0
1527,0,7,0,2058.794787,7.288629738,26.11,0,14,0
1528,0,7,0,2055.148414,7.288629738,26.11,0,14,0
1529,0,5,0,2052.543277,5.206164098,26.11,0,10,0
1530,0,6,0,2049.417526,6.247396918,26.11,0,12,0
1531,0,5,0,2046.812394,5.206164098,26.11,0,10,0
1532,0,6,0,2043.686649,6.247396918,26.11,0,12,0
1533,0,6,0,2040.560907,6.247396918,26.11,0,12,0
1534,0,6,0,2037.435168,6.247396918,26.11,0,12,0
1535,0,5,0,2034.830048,5.206164098,26.11,0,10,0
1536,0,6,0,2031.704315,6.247396918,26.11,0,12,0
1537,0,6,0,2028.578585,6.247396918,26.11,0,12,0
1538,0,6,0,2025.452858,6.247396918,26.11,0,12,0
1539,0,5,0,2022.84775,5.206164098,26.11,0,10,0
1540,0,6,0,2019.722029,6.247396918,26.11,0,12,0
1541,0,6,0,2016.596311,6.247396918,26.11,0,12,0
1542,0,5,0,2013.991212,5.206164098,26.11,0,10,0
1543,0,6,0,2010.8655,6.247396918,26.11,0,12,0
1544,0,6,0,2007.73979,6.247396918,26.11,0,12,0
1545,2,5,0,2006.1347,3.206164098,26.11,0,10,0
1546,8,6,0,2006.132694,0,26.11,0,12,1.6832
1547,19,7,0,2006.130688,0,26.11,0,14,11.2476
1548,28,6,0,2010.574282,-8.8912,26.11,0,12,12
1549,42,7,0,2020.240672,-19.3368,26.11,0,14,14
1550,57,6,0,2038.610051,-36.7428,26.11,0,12,12
1551,61,8,0,2055.900213,-34.5844,26.11,0,16,16
1552,60,14,0,2063.710157,-15.624,26.11,0,28,28
1553,51,16,0,2064.198293,-0.9804,26.11,0,32,32
1554,53,19,0,2064.196229,0,26.11,0,38,31.9012
1555,62,43,0,2064.194165,0,26.11,0,86,16.5448
1556,63,37,0,2064.1921,0,26.11,0,74,23.5052
1557,59,34,0,2064.190036,0,26.11,0,68,22.6636
1558,56,20,0,2064.187972,0,26.11,0,40,33.7824
1559,42,17,0,2064.185908,0,26.11,0,34,23.3368
1560,54,25,0,2064.183844,0,26.11,0,50,26.8616
1561,86,26,0,2066.47898,-4.5944,26.11,0,52,52
1562,73,26,0,2066.476913,0,26.11,0,52,44.1092
1563,48,23,0,2066.474847,0,26.11,0,46,23.0992
1564,46,24,0,2066.47278,0,26.11,0,48,20.1784
1565,43,24,0,2066.470714,0,26.11,0,48,17.2972
1566,40,23,0,2066.468647,0,26.11,0,46,15.416
1567,21,22,0,2065.51302,1.907122032,26.11,0,44,0
1568,17,23,0,2062.036777,6.948354852,26.11,0,46,0
1569,5,24,0,2052.039921,19.98958767,26.11,0,48,0
1570,2,22,0,2041.584308,20.90712203,26.11,0,44,0
1571,1,22,0,2030.628705,21.90712203,26.11,0,44,0
1572,0,22,0,2019.173114,22.90712203,26.11,0,44,0
1573,0,18,0,2009.799999,18.74219075,26.11,0,36,0
1574,0,8,0,2005.633058,8.329862557,26.11,0,16,0
1575,0,6,0,2002.507354,6.247396918,26.11,0,12,0
1576,0,7,0,1998.861036,7.288629738,26.11,0,14,0
1577,0,5,0,1996.255956,5.206164098,26.11,0,10,0
1578,0,6,0,1993.130261,6.247396918,26.11,0,12,0
1579,0,5,0,1990.525186,5.206164098,26.11,0,10,0
1580,0,6,0,1987.399497,6.247396918,26.11,0,12,0
1581,0,6,0,1984.273811,6.247396918,26.11,0,12,0
1582,0,5,0,1981.668744,5.206164098,26.11,0,10,0
1583,0,6,0,1978.543064,6.247396918,26.11,0,12,0
1584,0,6,0,1975.417387,6.247396918,26.11,0,12,0
1585,0,5,0,1972.81233,5.206164098,26.11,0,10,0
1586,0,6,0,1969.686659,6.247396918,26.11,0,12,0
1587,0,6,0,1966.56099,6.247396918,26.11,0,12,0
1588,0,5,0,1963.955942,5.206164098,26.11,0,10,0
1589,0,6,0,1960.830279,6.247396918,26.11,0,12,0
1590,0,5,0,1958.225237,5.206164098,26.11,0,10,0
1591,0,6,0,1955.09958,6.247396918,26.11,0,12,0
1592,0,6,0,1951.973926,6.247396918,26.11,0,12,0
1593,0,6,0,1948.848276,6.247396918,26.11,0,12,0
1594,0,7,0,1945.202012,7.288629738,26.11,0,14,0
1595,0,6,0,1942.076369,6.247396918,26.11,0,12,0
1596,0,7,0,1938.430112,7.288629738,26.11,0,14,0
1597,2,6,0,1936.304475,4.247396918,26.11,0,12,0
1598,1,9,0,1932.116991,8.371095377,26.11,0,18,0
1599,7,11,0,1929.888278,4.453561016,26.11,0,22,0
1600,13,13,0,1929.618335,0.536026656,26.11,0,26,0
1601,14,18,0,1927.24531,4.742190754,26.11,0,36,0
1602,22,13,0,1927.243383,0,26.11,0,26,8.1288
1603,20,13,0,1927.241455,0,26.11,0,26,6.208
1604,22,14,0,1927.239528,0,26.11,0,28,7.1288
1605,32,15,0,1927.237601,0,26.11,0,30,15.7328
1606,26,39,0,1919.931634,14.60807997,26.11,0,78,0
1607,12,19,0,1916.038002,7.783423574,26.11,0,38,0
1608,14,13,0,1916.036086,0,26.11,0,26,0.4456
1609,13,14,0,1915.24554,1.577259475,26.11,0,28,0
1610,14,13,0,1915.243625,0,26.11,0,26,0.4456
1611,21,13,0,1915.24171,0,26.11,0,26,7.1684
1612,27,14,0,1915.239794,0,26.11,0,28,11.9308
1613,34,13,0,1915.237879,0,26.11,0,26,19.6536
1614,15,13,0,1915.235964,0,26.11,0,26,1.406
1615,6,14,0,1910.945419,8.577259475,26.11,0,28,0
1616,17,14,0,1910.943508,0,26.11,0,28,2.3268
1617,7,14,0,1907.152967,7.577259475,26.11,0,28,0
1618,8,13,0,1904.383047,5.536026656,26.11,0,26,0
1619,5,14,0,1899.592513,9.577259475,26.11,0,28,0
1620,1,15,0,1892.281367,14.61849229,26.11,0,30,0
1621,0,15,0,1884.470229,15.61849229,26.11,0,30,0
1622,0,16,0,1876.138482,16.65972511,26.11,0,32,0
1623,0,15,0,1868.327359,15.61849229,26.11,0,30,0
1624,0,15,0,1860.516245,15.61849229,26.11,0,30,0
1625,0,15,0,1852.705138,15.61849229,26.11,0,30,0
1626,0,14,0,1845.414656,14.57725948,26.11,0,28,0
1627,0,15,0,1837.603564,15.61849229,26.11,0,30,0
1628,0,7,0,1833.957412,7.288629738,26.11,0,14,0
1629,0,6,0,1830.831879,6.247396918,26.11,0,12,0
1630,0,7,0,1827.185733,7.288629738,26.11,0,14,0
1631,0,6,0,1824.060208,6.247396918,26.11,0,12,0
1632,0,7,0,1820.414069,7.288629738,26.11,0,14,0
1633,0,5,0,1817.809166,5.206164098,26.11,0,10,0
1634,0,6,0,1814.68365,6.247396918,26.11,0,12,0
1635,0,6,0,1811.558137,6.247396918,26.11,0,12,0
1636,0,5,0,1808.953243,5.206164098,26.11,0,10,0
1637,0,6,0,1805.827736,6.247396918,26.11,0,12,0
1638,0,5,0,1803.222848,5.206164098,26.11,0,10,0
1639,0,6,0,1800.097346,6.247396918,26.11,0,12,0
1640,0,6,0,1796.971848,6.247396918,26.11,0,12,0
1641,2,5,0,1795.366969,3.206164098,26.11,0,10,0
1642,5,6,0,1794.741475,1.247396918,26.11,0,12,0
1643,10,6,0,1794.73968,0,26.11,0,12,3.604
1644,13,5,0,1794.737886,0,26.11,0,10,7.4852
1645,30,6,0,1800.142091,-10.812,26.11,0,12,12
1646,38,6,0,1809.387891,-18.4952,26.11,0,12,12
1647,65,14,0,1819.599081,-20.426,26.11,0,28,28
1648,75,15,0,1833.112262,-27.03,26.11,0,30,30
1649,88,22,0,1842.368029,-18.5152,26.11,0,44,44
1650,87,22,0,1851.143586,-17.5548,26.11,0,44,44
1651,89,21,0,1862.379535,-22.4756,26.11,0,42,42
1652,96,22,0,1875.476873,-26.1984,26.11,0,44,44
1653,103,28,0,1882.935597,-14.9212,26.11,0,56,56
1654,104,32,0,1884.874514,-3.8816,26.11,0,64,64
1655,105,38,0,1884.872629,0,26.11,0,76,62.842
1656,105,52,0,1884.870745,0,26.11,0,104,48.842
1657,105,51,0,1884.86886,0,26.11,0,102,49.842
1658,105,31,0,1888.787975,-7.842,26.11,0,62,62
1659,98,40,0,1888.786086,0,26.11,0,80,54.1192
1660,98,40,0,1888.784197,0,26.11,0,80,54.1192
1661,84,28,0,1888.782308,0,26.11,0,56,52.6736
1662,78,45,0,1888.78042,0,26.11,0,90,29.9112
1663,60,23,0,1888.778531,0,26.11,0,46,34.624
1664,47,21,0,1888.776642,0,26.11,0,42,24.1388
1665,35,21,0,1888.774753,0,26.11,0,42,12.614
1666,29,19,0,1888.772865,0,26.11,0,38,8.8516
1667,8,15,0,1884.96173,7.618492295,26.11,0,30,0
1668,1,10,0,1880.253681,9.412328197,26.11,0,20,0
1669,0,7,0,1876.607485,7.288629738,26.11,0,14,0
1670,0,6,0,1873.48191,6.247396918,26.11,0,12,0
1671,0,6,0,1870.356338,6.247396918,26.11,0,12,0
1672,0,7,0,1866.710153,7.288629738,26.11,0,14,0
1673,0,6,0,1863.584588,6.247396918,26.11,0,12,0
1674,0,5,0,1860.979642,5.206164098,26.11,0,10,0
1675,0,6,0,1857.854083,6.247396918,26.11,0,12,0
1676,0,6,0,1854.728527,6.247396918,26.11,0,12,0
1677,0,6,0,1851.602973,6.247396918,26.11,0,12,0
1678,0,5,0,1848.99804,5.206164098,26.11,0,10,0
1679,0,6,0,1845.872492,6.247396918,26.11,0,12,0
1680,0,6,0,1842.746948,6.247396918,26.11,0,12,0
1681,0,5,0,1840.142023,5.206164098,26.11,0,10,0
1682,0,6,0,1837.016485,6.247396918,26.11,0,12,0
1683,0,6,0,1833.890949,6.247396918,26.11,0,12,0
1684,0,6,0,1830.765417,6.247396918,26.11,0,12,0
1685,0,5,0,1828.160504,5.206164098,26.11,0,10,0
1686,0,6,0,1825.034977,6.247396918,26.11,0,12,0
1687,0,6,0,1821.909454,6.247396918,26.11,0,12,0
1688,0,6,0,1818.783934,6.247396918,26.11,0,12,0
1689,1,5,0,1816.679033,4.206164098,26.11,0,10,0
1690,6,6,0,1816.553518,0.247396918,26.11,0,12,0
1691,19,6,0,1816.675501,-0.2476,26.11,0,12,12
1692,32,7,0,1821.540084,-9.7328,26.11,0,14,14
1693,46,6,0,1834.627463,-26.1784,26.11,0,12,12
1694,59,7,0,1852.457428,-35.6636,26.11,0,14,14
1695,72,9,0,1873.529976,-42.1488,26.11,0,18,18
1696,78,17,0,1885.483702,-23.9112,26.11,0,34,34
1697,93,16,0,1906.140417,-41.3172,26.11,0,32,32
1698,97,18,0,1925.717911,-39.1588,26.11,0,36,36
1699,105,19,0,1947.636985,-43.842,26.11,0,38,38
1700,105,23,0,1963.556037,-31.842,26.11,0,46,46
1701,105,23,0,1979.475074,-31.842,26.11,0,46,46
1702,105,25,0,1992.394094,-25.842,26.11,0,50,50
1703,105,21,0,2011.313102,-37.842,26.11,0,42,42
1704,105,41,0,2011.31109,0,26.11,0,82,59.842
1705,105,28,0,2019.730079,-16.842,26.11,0,56,56
1706,105,34,0,2019.728059,0,26.11,0,68,66.842
1707,102,37,0,2019.72604,0,26.11,0,74,60.9608
1708,97,29,0,2022.80342,-6.1588,26.11,0,58,58
1709,82,27,0,2022.801397,0,26.11,0,54,51.7528
1710,76,28,0,2022.799374,0,26.11,0,56,44.9904
1711,57,29,0,2022.797352,0,26.11,0,58,25.7428
1712,45,28,0,2022.795329,0,26.11,0,56,15.218
1713,31,28,0,2022.793306,0,26.11,0,56,1.7724
1714,18,22,0,2020.337722,4.907122032,26.11,0,44,0
1715,8,21,0,2013.402757,13.86588921,26.11,0,42,0
1716,1,20,0,2003.488416,19.82465639,26.11,0,40,0
1717,0,17,0,1994.635933,17.70095793,26.11,0,34,0
1718,0,13,0,1987.865925,13.53602666,26.11,0,26,0
1719,0,7,0,1984.219622,7.288629738,26.11,0,14,0
1720,0,6,0,1981.09394,6.247396918,26.11,0,12,0
1721,0,6,0,1977.96826,6.247396918,26.11,0,12,0
1722,0,6,0,1974.842584,6.247396918,26.11,0,12,0
1723,0,6,0,1971.71691,6.247396918,26.11,0,12,0
1724,0,5,0,1969.111857,5.206164098,26.11,0,10,0
1725,0,6,0,1965.986189,6.247396918,26.11,0,12,0
1726,0,6,0,1962.860525,6.247396918,26.11,0,12,0
1727,0,6,0,1959.734863,6.247396918,26.11,0,12,0
1728,0,6,0,1956.609205,6.247396918,26.11,0,12,0
1729,0,5,0,1954.004167,5.206164098,26.11,0,10,0
1730,0,6,0,1950.878514,6.247396918,26.11,0,12,0
1731,0,6,0,1947.752865,6.247396918,26.11,0,12,0
1732,0,6,0,1944.627219,6.247396918,26.11,0,12,0
1733,0,5,0,1942.022192,5.206164098,26.11,0,10,0
1734,0,6,0,1938.896551,6.247396918,26.11,0,12,0
1735,0,6,0,1935.770914,6.247396918,26.11,0,12,0
1736,0,5,0,1933.165896,5.206164098,26.11,0,10,0
1737,2,6,0,1931.040265,4.247396918,26.11,0,12,0
1738,9,6,0,1931.038334,0,26.11,0,12,2.6436
1739,24,6,0,1933.561202,-5.0496,26.11,0,12,12
1740,24,7,0,1934.584069,-2.0496,26.11,0,14,14
1741,47,7,0,1946.651534,-24.1388,26.11,0,14,14
1742,54,7,0,1962.080388,-30.8616,26.11,0,14,14
1743,69,7,0,1984.712226,-45.2676,26.11,0,14,14
1744,80,18,0,1996.126241,-22.832,26.11,0,36,36
1745,96,16,0,2018.223445,-44.1984,26.11,0,32,32
1746,90,17,0,2035.939427,-35.436,26.11,0,34,34
1747,69,16,0,2045.071191,-18.2676,26.11,0,32,32
1748,63,21,0,2045.069146,0,26.11,0,42,39.5052
1749,52,21,0,2045.0671,0,26.11,0,42,28.9408
1750,64,37,0,2045.065055,0,26.11,0,74,24.4656
1751,105,31,0,2048.98401,-7.842,26.11,0,62,62
1752,105,25,0,2061.902961,-25.842,26.11,0,50,50
1753,96,52,0,2061.900899,0,26.11,0,104,40.1984
1754,82,53,0,2061.898838,0,26.11,0,106,25.7528
1755,90,51,0,2061.896776,0,26.11,0,102,35.436
1756,78,31,0,2061.894714,0,26.11,0,62,43.9112
1757,67,28,0,2061.892652,0,26.11,0,56,36.3468
1758,63,27,0,2061.89059,0,26.11,0,54,33.5052
1759,49,27,0,2061.888528,0,26.11,0,54,20.0596
1760,40,26,0,2061.886466,0,26.11,0,52,12.416
1761,16,25,0,2056.868994,10.03082049,26.11,0,50,0
1762,9,23,0,2049.39276,14.94835485,26.11,0,46,0
1763,3,24,0,2038.395917,21.98958767,26.11,0,48,0
1764,0,13,0,2031.625865,13.53602666,26.11,0,26,0
1765,0,7,0,2027.979518,7.288629738,26.11,0,14,0
1766,0,6,0,2024.853792,6.247396918,26.11,0,12,0
1767,0,7,0,2021.207452,7.288629738,26.11,0,14,0
1768,0,6,0,2018.081732,6.247396918,26.11,0,12,0
1769,0,6,0,2014.956016,6.247396918,26.11,0,12,0
1770,0,6,0,2011.830303,6.247396918,26.11,0,12,0
1771,0,5,0,2009.225209,5.206164098,26.11,0,10,0
1772,0,6,0,2006.099501,6.247396918,26.11,0,12,0
1773,0,6,0,2002.973796,6.247396918,26.11,0,12,0
1774,0,6,0,1999.848095,6.247396918,26.11,0,12,0
1775,0,6,0,1996.722397,6.247396918,26.11,0,12,0
1776,0,7,0,1993.076085,7.288629738,26.11,0,14,0
1777,0,6,0,1989.950394,6.247396918,26.11,0,12,0
1778,0,7,0,1986.304089,7.288629738,26.11,0,14,0
1779,0,6,0,1983.178404,6.247396918,26.11,0,12,0
1780,0,7,0,1979.532106,7.288629738,26.11,0,14,0
1781,0,6,0,1976.406428,6.247396918,26.11,0,12,0
1782,0,7,0,1972.760137,7.288629738,26.11,0,14,0
1783,0,7,0,1969.113849,7.288629738,26.11,0,14,0
1784,0,6,0,1965.988181,6.247396918,26.11,0,12,0
1785,0,6,0,1962.862517,6.247396918,26.11,0,12,0
1786,1,7,0,1959.716239,6.288629738,26.11,0,14,0
1787,3,6,0,1958.090581,3.247396918,26.11,0,12,0
1788,8,6,0,1958.088623,0,26.11,0,12,1.6832
1789,23,6,0,1960.131265,-4.0892,26.11,0,12,12
1790,28,5,0,1966.074905,-11.8912,26.11,0,10,10
1791,26,6,0,1969.558139,-6.9704,26.11,0,12,12
1792,33,6,0,1976.402769,-13.6932,26.11,0,12,12
1793,46,6,0,1989.489993,-26.1784,26.11,0,12,12
1794,70,10,0,2008.102003,-37.228,26.11,0,20,20
1795,48,8,0,2019.149595,-22.0992,26.11,0,16,16
1796,41,7,0,2028.335776,-18.3764,26.11,0,14,14
1797,62,8,0,2046.106148,-35.5448,26.11,0,16,16
1798,62,7,0,2065.376502,-38.5448,26.11,0,14,14
1799,41,8,0,2073.062636,-15.3764,26.11,0,16,16
1800,45,7,0,2084.169563,-22.218,26.11,0,14,14
1801,47,8,0,2094.736879,-21.1388,26.11,0,16,16
1802,51,6,0,2110.224984,-30.9804,26.11,0,12,12
1803,41,7,0,2119.411074,-18.3764,26.11,0,14,14
1804,33,7,0,2124.755555,-10.6932,26.11,0,14,14
1805,36,7,0,2131.54063,-13.5744,26.11,0,14,14
1806,34,6,0,2138.865298,-14.6536,26.11,0,12,12
1807,20,7,0,2138.863159,0,26.11,0,14,12.208
1808,19,7,0,2138.861021,0,26.11,0,14,11.2476
1809,17,6,0,2138.858882,0,26.11,0,12,10.3268
1810,14,7,0,2138.856743,0,26.11,0,14,6.4456
1811,3,6,0,2137.230906,3.247396918,26.11,0,12,0
1812,0,6,0,2134.10507,6.247396918,26.11,0,12,0
1813,0,7,0,2130.458621,7.288629738,26.11,0,14,0
1814,0,6,0,2127.332792,6.247396918,26.11,0,12,0
1815,0,7,0,2123.68635,7.288629738,26.11,0,14,0
1816,0,7,0,2120.039911,7.288629738,26.11,0,14,0
1817,0,5,0,2117.434709,5.206164098,26.11,0,10,0
1818,0,6,0,2114.308893,6.247396918,26.11,0,12,0
1819,0,6,0,2111.18308,6.247396918,26.11,0,12,0
1820,0,6,0,2108.057271,6.247396918,26.11,0,12,0
1821,0,5,0,2105.452081,5.206164098,26.11,0,10,0
1822,0,6,0,2102.326277,6.247396918,26.11,0,12,0
1823,0,6,0,2099.200476,6.247396918,26.11,0,12,0
1824,0,6,0,2096.074678,6.247396918,26.11,0,12,0
1825,0,7,0,2092.428267,7.288629738,26.11,0,14,0
1826,0,7,0,2088.78186,7.288629738,26.11,0,14,0
1827,0,6,0,2085.656073,6.247396918,26.11,0,12,0
1828,0,7,0,2082.009672,7.288629738,26.11,0,14,0
1829,0,6,0,2078.883892,6.247396918,26.11,0,12,0
1830,0,7,0,2075.237498,7.288629738,26.11,0,14,0
1831,0,6,0,2072.111724,6.247396918,26.11,0,12,0
1832,0,7,0,2068.465337,7.288629738,26.11,0,14,0
1833,0,6,0,2065.33957,6.247396918,26.11,0,12,0
1834,3,7,0,2063.19319,4.288629738,26.11,0,14,0
1835,7,6,0,2063.191127,0,26.11,0,12,0.7228
1836,11,7,0,2063.189064,0,26.11,0,14,3.5644
1837,8,6,0,2063.187001,0,26.11,0,12,1.6832
1838,7,7,0,2063.040623,0.288629738,26.11,0,14,0
1839,5,6,0,2062.414861,1.247396918,26.11,0,12,0
1840,9,7,0,2062.412799,0,26.11,0,14,1.6436
1841,32,6,0,2068.777136,-12.7328,26.11,0,12,12
1842,35,7,0,2075.082068,-12.614,26.11,0,14,14
1843,41,7,0,2084.268192,-18.3764,26.11,0,14,14
1844,36,6,0,2092.553308,-16.5744,26.11,0,12,12
1845,49,7,0,2105.581016,-26.0596,26.11,0,14,14
1846,58,7,0,2122.93051,-34.7032,26.11,0,14,14
1847,49,6,0,2137.458187,-29.0596,26.11,0,12,12
1848,50,7,0,2150.96605,-27.02,26.11,0,14,14
1849,34,6,0,2158.290699,-14.6536,26.11,0,12,12
1850,37,7,0,2165.55594,-14.5348,26.11,0,14,14
1851,26,6,0,2169.038975,-6.9704,26.11,0,12,12
1852,26,7,0,2171.022006,-3.9704,26.11,0,14,14
1853,11,5,0,2171.019835,0,26.11,0,10,5.5644
1854,12,6,0,2171.017664,0,26.11,0,12,5.5248
1855,10,6,0,2171.015493,0,26.11,0,12,3.604
1856,9,5,0,2171.013322,0,26.11,0,10,3.6436
1857,4,6,0,2169.887452,2.247396918,26.11,0,12,0
1858,0,5,0,2167.2822,5.206164098,26.11,0,10,0
1859,0,6,0,2164.156335,6.247396918,26.11,0,12,0
1860,0,7,0,2160.509856,7.288629738,26.11,0,14,0
1861,0,6,0,2157.383997,6.247396918,26.11,0,12,0
1862,0,7,0,2153.737524,7.288629738,26.11,0,14,0
1863,0,7,0,2150.091056,7.288629738,26.11,0,14,0
1864,0,6,0,2146.965207,6.247396918,26.11,0,12,0
1865,0,5,0,2144.359978,5.206164098,26.11,0,10,0
1866,0,6,0,2141.234135,6.247396918,26.11,0,12,0
1867,0,6,0,2138.108296,6.247396918,26.11,0,12,0
1868,0,7,0,2134.461843,7.288629738,26.11,0,14,0
1869,0,7,0,2130.815393,7.288629738,26.11,0,14,0
1870,0,6,0,2127.689564,6.247396918,26.11,0,12,0
1871,0,7,0,2124.043122,7.288629738,26.11,0,14,0
1872,0,6,0,2120.917299,6.247396918,26.11,0,12,0
